id,paragraph,link
7003,"Ин ду нафар, ки плокордҳое бо тасовири оқои ал-Хоҷа ва Ҳасан Машимаъ, яке дигар аз раҳбарони мухолиф дар Баҳрайн, ҳамроҳи худ доштанд, саранҷом пас аз бисту чаҳор соъат аз боми сафорати Баҳрайн пойин омаданд ва ба иттиҳоми вурӯди ғайриқонунӣ ба ин сохтмон ва ихлол дар назми умумӣ тавассути маъмурони пулис боздошт шуданд.",https://www.bbc.com/tajik/institutional/2012/04/120418_rh_l03_rln_bahrain_embassy
7004,"Баёнияи рӯзи сешанбе пас аз он ки Шӯрои Амнияти Созмони Милал партоби мушакии нокоми Куреи Шимолиро маҳкум кард, содир мешавад.",https://www.bbc.com/tajik/institutional/2012/04/120418_rh_u04_rln_nkorea
7005,"Бар асоси ин тағйирот, муъомилоти молӣ дар ҳимоят аз баъзе фаъъолиятҳои инсондӯстона ва ғайриинтифоъӣ (ғайритиҷорӣ) мумкин хоҳад шуд.",https://www.bbc.com/tajik/institutional/2012/04/120418_rh_u04_rln_burma
7006,"Як ҳайъати қазоӣ гуфта, ки ин номзадҳо аз ҷумла шомили Умар Сулаймон, раиси собиқи созмони иттилоъот, ва Хайрот Шотир, номзади Ихвонулмуслимин, шавоҳиди тозае ироа накардаанд, ки боъиси таҷдиди назар дар мавриди онҳо шавад.",https://www.bbc.com/tajik/institutional/2012/04/120418_rh_u04_egypt_election
7007,Ӯ гуфт ки Урдун итминоноти тозае дар мавриди муҳокимаи мунсифонаи ӯ дар ин кишвар ироа додааст.,https://www.bbc.com/tajik/institutional/2012/04/120417_l16_abu_qatada
7008,"Оқои Жупэ, ки дар як иҷлоси байналмилалӣ дар Порис сухан мегуфт, афзуд, ки ҷомеъаи ҷаҳонӣ бояд ""монуврҳои"" ҳукумати Сурия барои раҳоӣ аз фишори таҳримҳои хориҷиро хунсо кунад ва ба фишор бар ин ҳукумат барои баровардани хости мардуми Сурия идома диҳад.",https://www.bbc.com/tajik/institutional/2012/04/120417_l16_l03_rln_syria_revenue
7009,"Ӯ дар як нишасти матбуъотӣ дар шаҳри Минск, пойтахти Белорус гуфт аз аъмоле, ки ба хотири онҳо маҳкум ба зиндон шуд, пушаймон нест ва худро гунаҳкор намедонад.",https://www.bbc.com/tajik/institutional/2012/04/120417_l16_belorus_opposition
7010,Хабрнигорон аз хобгоҳ ва ошпазхонаи зиндон дидан намуда фурсати сӯҳбат бо чанде аз зиндониҳоро низ пайдо кардаанд.,https://www.bbc.com/tajik/institutional/2012/04/120417_sq_ak_kurgan_prison
7011,"Ин изҳороти нахуствазири Устролиё дар остонаи яке аз муҳимтарин конфаронсҳои НОТУ дар мавриди Афғонистон матраҳ мешавад, ки қарор аст моҳи оянда дар Шикогу баргузор шавад.",https://www.bbc.com/tajik/institutional/2012/04/120417_mm_australia_afghan
7012,"Бино ба иттилоъи дафтари матбуъоти ин сафоратхона, дар асари фурӯ рехтани сохтмони шаштабақаӣ дар ҷануби пойтахти Русия дар шаби 17-уми апрел як нафар кушта шуда ва даҳ нафари дигар захмӣ шудаанд, ки ҳашт шаҳрванди аз 17 то 36 солаи Тоҷикистон низ дар миёни онҳо ҳастанд.",https://www.bbc.com/tajik/institutional/2012/04/120417_sq_moscow_incident
7013,"Рӯзи сешанбе, 29 фарвардин (17 апрел), Маҳмуд Аҳмадинажод, раиси ҷумҳурӣ ва раиси Шӯрои олии дифоъи Ҷумҳурии Исломӣ, дар суханронӣ дар маросими Рӯзи артиш гуфт, ки “дахолати бегонагон” дар минтақаи Халиҷи Форс боиси бесуботӣ ва ноамнӣ аст ва афзуд, ки Эрон омодагии таъмини амнияти минтақаро дорад.",https://www.bbc.com/tajik/institutional/2012/04/120417_mm_army_day
7014,"Эмомалӣ Раҳмон, ки дар маросими ифтитоҳи бахши Донишгоҳи миллии таҳқиқоти фаннии Маскав (МИСиС) дар Тоҷикистон суханронӣ мекард, ҳамчунин гуфт, ки ба ҷомеъаи Русия дар бораи равобити ин кишвар бо Тоҷикистон иттилоъи саҳеҳ ироа намешавад.",https://www.bbc.com/tajik/institutional/2012/04/120417_zkh_russia_education_massmedia
7015,"Сармаст Қучқаров, маъмури интиқоли пули ин бонк рӯзи ҷумъаи 13-уми апрел дар дохили сохтмони дафтари ин бонк дар хиёбони Неъмат Қаробоеви шаҳри Душанбе бо истифода аз силоҳи хидматӣ худкушӣ кардааст.",https://www.bbc.com/tajik/institutional/2012/04/120417_eskhata_cuicide
7016,"Хонуми Клинтун гуфт, ки “масъулияти аслӣ” ба ӯҳдаи Эрон аст, ки нишон диҳад дар бораи музокирот ва барномаи атумии худ ҷиддӣ аст.",https://www.bbc.com/tajik/institutional/2012/04/120417_mm_clinton_iran
7017,"Аммо дар толори муҳокима танҳо чаҳор нафар аз муттаҳамони ин ҷурм менишастанд ва чаҳор нафари дигар аз ин афрод, ки ҳувияти онҳо мушаххас шудааст, таҳти пайгарди қонунӣ қарор доранд.",https://www.bbc.com/tajik/institutional/2012/04/120417_if_zkh_parviz
7018,"Ӯ пас аз он ки дар додгоҳ дастбанд аз дастонаш боз шуд, дар ҳоле ки лабханд бар лаб дошт бо баланд кардани дасти мушткардаи худ монанди нозиҳо саломи низомӣ дод.",https://www.bbc.com/tajik/institutional/2012/04/120416_l16_norway_breivik_trial
7019,"Ҳамалоти ҳамоҳанг рӯзи якшанбе ба нуқоти роҳбурдӣ ва муҳимми пойтах ва чанд шаҳри дигари Афғонистон мардуми ин шаҳрҳоро ваҳшатзада карда ва оромиши ин манотиқро барои чандин соъат барҳам зад. Вазорати дохилаи (кишвари) Афғонистон мегӯяд, дар ин ҳамалот 47 тан кушта шуданд ва 36 тан аз онҳо муҳоҷимони мусаллаҳ буданд.",https://www.bbc.com/tajik/institutional/2012/04/120416_rh_s-k01-karzai-rex-kbl-attax
7020,"Ин китоб ба қалами Гулнисо Ризвоншоева, шоъир ва олими ҷавони тоҷик, корманди Пажӯҳишгоҳи мардумшиносии Фарҳангистони улуми Тоҷикистон дар Бадахшон мутаалиқ аст.",https://www.bbc.com/tajik/institutional/2012/04/120416_mm_qa_book
7021,"Ин духтарон аз хонаводаҳои фақир ҳастанд, ки пас аз хатми мадраса ё мактаб ба таҳсил идома надодаанд ва ба шуғл ниёз доранд.",https://www.bbc.com/tajik/institutional/2012/04/120416_sq_ak_carpet_women
7022,"Наҷмиддин Наҷмиддинов, вакили мудофеъи Тағойбек Шарифбекови 20-сола, сокини шаҳри Ваҳдат ба хабаргузории “ASIA-Plus” гуфтааст, ки 7 апрели соли ҷорӣ ӯ ба иттиҳоми дуздии телефуни ҳамроҳ аз як табаъаи Афғонистон тавассути маъмурони пулис боздошт шуда ва мавриди шикаҷа қарор гирифтааст.",https://www.bbc.com/tajik/institutional/2012/04/120416_mm_torture
7023,"Бино ба иттилоъи манобеъи расмии Қирғизистон, ин пирмарди 65 сола, сокини ноҳияи Олой бар асари ҷароҳатҳои бардошта дар бемористон даргузаштаст.",https://www.bbc.com/tajik/institutional/2012/04/120416_mm_osh_suicide
7024,"Дафтари матбӯъоти Вазорати хориҷа ҳамчунин ба нақл аз Шарофиддин Имомов, сафири Тоҷикистон дар Афғонистон, хабар додааст, ки бархе аз гулӯлаҳо дар маркази шаҳри Кобул, воқеъ дар маҳалли сохтмонҳои давлатӣ ва сафоратхонаҳои хориҷӣ мунфаҷир шуда, аммо хисороте ба сафоратхонаи ин кишвар дар Кобул ворид нашудааст.",https://www.bbc.com/tajik/institutional/2012/04/120416_mm_tjk_kabul_fighting
7025,"Бар асоси иттилоъи дафтари матбӯъотии ин вазорат, кормандони пулис дар ҷараёни амалиёти вижае дар вилояти Суғд, як сокини 24 соларо дар шаҳри Хуҷанд боздошт карда ва аз дохили утумубили вай ин маводдиро мусодира карданд.",https://www.bbc.com/tajik/institutional/2012/04/120416_zkh_drug_smuggler
7026,"Ду ҷангандаи судонӣ чаҳор бумбро дар Судони Ҷанубӣ ба замин андохтанд, ки дар ҷараёни он дастикам як нафар кушта шудааст.",https://www.bbc.com/tajik/institutional/2012/04/120416_rh_u10_rln_sudan_bombing_south_sudan
7027,"Бон Кӣ Мун, дабири кулли Созмони Милал ҳам гуфтааст, ки х пешниҳодотеро барои эъзоми гурӯҳе шомили ҳудуди 250 нафар то авохири ҳафтаи ҷорӣ ироа хоҳад кард.",https://www.bbc.com/tajik/institutional/2012/04/120415_l16_l31_syria_monitors_un
7029,"Бар асоси гузориши хабаргузории ""Руйтерз"" даҳҳо пайкорҷӯи исломгаро бо истифода аз силоҳҳои гарм ба ин зиндон, ки дар шимоли ғарбии Покистон қарор дорад, ҳамла кардаанд.",https://www.bbc.com/tajik/institutional/2012/04/120415_l16_u06_pakistan_jail_attack
7030,"Сохтмони маҷлиси Афғонистон, як ҳутел ва  чанд сафоратхонаи хориҷӣ дар Кобул ва фурудгоҳи Ҷалолобод аз ҷумлаи аҳдофи ин ҳамалот буд.",https://www.bbc.com/tajik/institutional/2012/04/120415_l16_k01_kabul_attacks
7031,Масъулини бозор ва идораи умури оташнишонии вилоят дар рӯзи аввал сабаби оташсӯзиро хомӯш накардани бухорӣ дар яке аз дуконҳо арзёбӣ намуда буданд.,https://www.bbc.com/tajik/institutional/2012/04/120414_ea_ak_bazar_faravan
7032,"Дафтари раёсати ҷумҳурии Афғонистон рӯзи шанбеи 26 фарвардин (14 апрел) эълом карда, ки аъзои ин шӯро оқои Раббониро ба иттифоқи оро ба ин симат баргузидааст.",https://www.bbc.com/tajik/institutional/2012/04/120414_ea_afg_rabbani-peace-council
7033,"Хабарнигори Би-би-сии форсӣ, ки дар маҳалли музокирот ҳузур дорад, аз қавли яке аз сухангӯёни хонуми Эштун мегӯяд, ки кишварҳои ""панҷ ба иловаи як"" пешниҳодҳои қаблии худро, ки шомили дархост барои шаффофияти бештар аз сӯйи Эрон аст, бо ҳайъати музокиракунандаи Ҷумҳурии Исломӣ матраҳ кардаанд.",https://www.bbc.com/tajik/institutional/2012/04/120414_ea_iran_nuclear_talks_outcome
7034,"Диплумотҳо гуфтаанд, ки интизор надоранд дар музокироти имрӯз тарафайн ба тавофуқе муҳим даст ёбанд.",https://www.bbc.com/tajik/institutional/2012/04/120414_ea_iran_nuclear_talks
7035,"Нархи рушди иқтисодии ин кишвар дар се моҳи аввали соли ҷорӣ 8,1 дарсад буда, ки пойинтарин рақам дар се соли гузашта будааст.",https://www.bbc.com/tajik/institutional/2012/04/120413_rh_l51_rln_china_growth_rate
7036,"Ин амалиёт, ки аз сӯйи бисёре аз мунтақидони Куреи Шимолӣ як озмоиши мушакӣ ба манзури густариши тавоноиҳои низомӣ маҳсуб мешавад, дар соъоти аввалияи субҳи рӯзи ҷумъа анҷом шуд.",https://www.bbc.com/tajik/institutional/2012/04/120413_rh_l43_korea_rocket_reaction
7037,Додгоҳи олии иқтисодии Тоҷикистон бо дархости Додситонии кул ҳамаи осоишгоҳҳои мутаъаллиқ ба Федеросиюни иттиҳодияҳои синфиро дар ихтиёри давлат қарор додааст.,https://www.bbc.com/tajik/institutional/2012/04/120413_if_khajeabegarm
7038," Ҳайъати эронӣ ба сарпарастии оқои Ҷалилӣ қарор аст рӯзи шанбе бо аъзои ""Гурӯҳи 5+1"" дар бораи барномаи ҳастаии Эрон гуфтугӯ кунад.",https://www.bbc.com/tajik/institutional/2012/04/120413_rh_l51_rln_jalili_nuclear
7039,"Бон Кӣ Мун, дабири кулли Созмони Милали Муттаҳид, гуфтааст, ки дастикам 300 нозир ба Сурия хоҳанд рафт, ки нахустин гурӯҳи онҳо муташаккил аз 20 то 30 нозир дар авоили ҳафтаи оянда эъзом хоҳанд шуд.",https://www.bbc.com/tajik/institutional/2012/04/120413_rh_l51_syria_un_ceasefire
7040,"Як мақоми низомӣ дар пойгоҳи ҷазираи Кудиёк мегӯяд, ки ҳанӯз иллати кушта шудани ин ду горд мушаххас нест.",https://www.bbc.com/tajik/institutional/2012/04/120413_rh_u05_rln_alaska_coastal_gaurd
7041,Тасвиби чунин завобите метавонад масири тадорукотии НОТУ ба Афғонистонро боз кунад.,https://www.bbc.com/tajik/institutional/2012/04/120413_rh_u05_rln_url_pakistan_us_relation
7042,"Пештар бо вуҷуди бархе нигарониҳои амниятӣ эҳтимол мерафт, баргузории ин мусобиқот лағв гардад.",https://www.bbc.com/tajik/institutional/2012/04/120413_rh_u06_rln_bahrain_formula_1
7043,Ин мушак аммо лаҳазоте пас аз партоби мунфаҷиршуда ва муваққаф нашуда вориди мадори замин шавад.,https://www.bbc.com/tajik/institutional/2012/04/120413_rh_u06_north_korea_missile
7044,"Маъмулан ҳайвоноти хонагӣ бадашон намеояд, ки ҳар аз чанд гоҳе аз хонаашон берун бираванд ва вориди дунёи бузургтар шаванд. Ҳамкорамон Муҳаммад Вазирӣ аз яке аз ин ҳайвоноти хонагӣ мегӯяд, ки қадре мутафовит аст.",https://www.bbc.com/tajik/institutional/2012/04/120413_ea_newyork_goat_vid
7046,"Тибқи гузориши расонаҳои давлатии Куреи Шимолӣ, Ким Ҷунг-ун ба унвони раиси кумисиюни марказии артиш ва узви доимии Пулит-Буру (Ситоди марказии Ҳизби кумунист) мансуб шудааст",https://www.bbc.com/tajik/institutional/2012/04/120412_rh_l43_north_korea_leader
7047,Бино ба хабари шаҳрдории Душанбе ин шӯро аз “мақомоти ниҳодҳои интизомӣ ва дигар нгиҳодҳои зирабт” шомил хоҳанд буд.,https://www.bbc.com/tajik/institutional/2012/04/120412_sq_mayor_crime
7048,"Миллат зимни матраҳ кардани қазияи миёни Тоҷикистону Узбакистон суол гузоштааст, ки “Узбакистон боз аз кадом фишанг метавонад алайҳи Тоҷикистон истифода кунад?”",https://www.bbc.com/tajik/institutional/2012/04/120412_zkh_tajpress
7049,"Дар баёнияи ин созмон, ки рӯзи панҷшанбеи 12 апрел мунташир гардидааст, ҳушдор дода шудааст, рӯзноманнигоре, ки ба ҳамчунин амале даст мезанад, аз суфуфи Иттиҳодияи журнолистон ихроҷ хоҳад шуд.",https://www.bbc.com/tajik/institutional/2012/04/120412_mm_journalists_union
7050,Шаби 12-уми апрел дар ҷамоъати Обикиики ноҳияи Хуросон дар натиҷаи резиши сел заминҳои наздиҳавлиии хонаҳои маскунӣ зери об монда ва қисман хароб шудаанд ва чандин сар доми аҳлии сокинон низ нобуд шудааст.,https://www.bbc.com/tajik/institutional/2012/04/120412_sq_ak_flood
7051,"Гузоришҳои расида аз Сурия ҳокӣ аз он аст, ки аз соъати 6 бомдод ба вақти маҳаллӣ дар рӯзи панҷшанбе, 12 апрел (24 фарвардин), оташбории ягонҳои артиши Сурия ба сӯйи манотиқи маскунии шаҳрҳои ин кишвар мутаваққиф шуда ва мухолифони мусаллаҳи ҳукумати ин кишвар низ даст аз тирандозӣ ба сӯйи нерӯҳои давлатӣ бардоштаанд.",https://www.bbc.com/tajik/institutional/2012/04/120412_rh_l03_syria_ceasefire
7052,"Хонуми Клинтун, ки дар маросими ифтитоҳияи нишасти вузарои хориҷаи ""Гурӯҳи ҳашт"" дар Вошингтун суҳбат мекард, гуфтугӯҳои пеши рӯ миёни Эрон ва Гурӯҳи 5+1-ро фурсате барои ин кишвар донист, то ба таври ҷиддӣ посухгӯйи нигарониҳои ҷомеъаи ҷаҳонӣ бошад.",https://www.bbc.com/tajik/institutional/2012/04/120412_rh_u02_g8_iran
7053,"Аз замоне ки Абдулваҳҳоби Мададӣ, меҳмони барномаи ""Ба иборати дигар"", дутори доияшро махфиёна навохт ва аҳли хонавода, ки мусиқиро нописанд медонистанд, сарзаниш карданд ва созаш шикаста шуд, даҳҳо сол мегузарад.",https://www.bbc.com/tajik/institutional/2012/04/120412_ea_ptv_hardtalk_madadi
7054,"Носири Разозӣ, меҳмони барномаи ""Ба иборати дигар"", овозхон аст, вале бештар аз он худро як муборизи курд медонад. Таронаҳои ҳамосии курдии ӯ дар авоили инқилоби Эрон бар сари забонҳо буд. Ӯ, ки дар он замон ""пешмаргаи кумала"" буд, маҷбур шуд, ки кишварашро тарк кунад, вале дар хориҷ аз кишвар ҳамчунон ба кори ҳунарии худ ва сабки ҳамосияш идома дод.",https://www.bbc.com/tajik/institutional/2012/04/120412_ea_ptv_hardtalk_razzazi
7055,"Дар моҳи апрели соли гузашта Озод Одинаев ва Саидмухтор Мирҷонов савори утумубили навъи ""Мерседес"" дар хиёбони Неъмат Қаробоеви шаҳри Душанбе қавоиди роҳро нақз карданд ва утумубили онҳо аз ҷониби Равшан Шарифов, пулиси роҳ, нигоҳ дошта шуд.",https://www.bbc.com/tajik/institutional/2012/04/120412_mm_police_court
7056,"Хуруҷи ин намояндагон пас аз он сурат гирифт, ки оқои Путин гуфт Олег Шеин, номзади ин ҳизб дар интихоботи шаҳрдори Аштархон бояд ба ҷои даст задан ба эътисоби ғазо ба додгоҳ шикоят мекард.",https://www.bbc.com/tajik/institutional/2012/04/120411_l16_putin_unity_walkout
7057,"Наталӣ Антилава, хабарнигори Би-би-сӣ, ки ин мавзӯъро таҳқиқ мекард, аз Ӯзбакистон ихроҷ шуда ва ҳоло аз манотиқи марзии Қазоқистон бо Ӯзбакистон ин масъаларо пайгирӣ карда ва бо чанд зани осебдида дидор кардааст.",https://www.bbc.com/tajik/institutional/2012/04/120411_mm_uzbek_strerilisation
7058,"Ширкати мавсум ба ""ХКП"" дар шимоли Тоҷикистон таҷҳизотеро ба кор андохта ва қасд дорад то ду ҳафтаи дигар ба тавлиди зарфҳои шишаӣ бо истифода аз зуғолсанг оғоз кунад.",https://www.bbc.com/tajik/institutional/2012/04/120411_if_gas
7059,"Масъулони дафтари матбӯъотии Вазорати умури дохилаи Тоҷикистон мегӯянд, ки дар даргирӣ миёни ҷавонони сокини ду деҳа ҳамчунин чаҳор нафари дигар ҷароҳоти сангин бардоштаанд.",https://www.bbc.com/tajik/institutional/2012/04/120411_zkh_fight_school_death
7060,"Ин гузориши ҷадид тавассути як кумите дар Вошингтун мунташир шуда, ки дар масоили ҳуқуқи башарӣ дар Куреи Шимолӣ тамаркуз дорад ва ҷузъиёти бисёреро дар мавриди бадрафториҳо бо мухолифони давлати Куреи Шимолӣ нишон медиҳад.",https://www.bbc.com/tajik/institutional/2012/04/120411_rh_uo7_north_korea_gulag
7061,Ондрес Брейвик ба иртикоби ин куштор эътироф кардааст.,https://www.bbc.com/tajik/institutional/2012/04/120410_l16_norway_killer_breivik
7062,"Оқои Анон, ки ба Туркия сафар карда дар як нишасти хабарӣ гуфт тарҳи сулҳи байналмилалӣ ҳанӯз метавонад ба иҷро дарбиёяд",https://www.bbc.com/tajik/institutional/2012/04/120410_rh_l03_syria_russia
7063,"Дар ин урдугоҳҳо хонаводаҳои комил ба далели муҷрими сиёсӣ хондани яке аз аъзо нигаҳдорӣ мешаванд,",https://www.bbc.com/tajik/institutional/2012/04/120410_l16_nkorea_gulag
7064,Ҳукми додгоҳ ба дунболи шикоёти аъзои секулор ва либероли порлумон содир шудааст.,https://www.bbc.com/tajik/institutional/2012/04/120410_l16_egypt_court_constitution
7065,Тақозои аслии мӯътаризон дар майдони ин шаҳр истеъфои давлати кунунӣ ва ислоҳот дар қонуни асосии Қирғизистон будааст.,https://www.bbc.com/tajik/institutional/2012/04/120410_zkh_meeting_kyrgyzstan
7066,"Гуфта мешавад, ки сарфи назар аз ""фишорҳову таҳдидҳо"" аз сӯйи мақомот дар як моҳи ахир 300 нафар ба узвияти ҲНИТ пазируфта шудаанд, ки 65 дарсади онҳо ҷавонон ҳастанд.",https://www.bbc.com/tajik/institutional/2012/04/120410_if_islam_party
7067,"Усмон Солеҳ, масъули бахши иттилоъотии ин ҳизб, мегӯяд, ки ҳайъати раҳбарии ҲХДТ дар садад аст муҷаддадан Эмомалӣ Раҳмонро ба ин интихобот номзад кунад.",https://www.bbc.com/tajik/institutional/2012/04/120410_if_election_rahmon
7068,Ҳамлаи аввалӣ дар вулусволии (шаҳристони) Гузараи вилояти (устони) Ҳирот дар ғарби Афғонистон сурат гирифта ва дар асари он дастикам даҳ нафар кушта шуданд.,https://www.bbc.com/tajik/institutional/2012/04/120410_rh_k01_herat_bombing
7069,"Ин сафар дар ҳоле гузориш мешавад, ки бо наздик шудани замони иҷрои тарҳи давлати Сурия, ки қаблан бо он мувофиқат карда буд, шароитеро барои амал ба таъаҳҳуди худ матраҳ карда ва ба ин тартиб иҷрои ин тарҳро бо тардиди ҷиддӣ мувоҷеҳ сохтааст.",https://www.bbc.com/tajik/institutional/2012/04/120410_rh_l03_rln_syria_russia
7070,"Масъулони ин идора мегӯянд, ки яке аз қурбониёни ин оташсӯзӣ як кӯдаки 3-сола будааст.",https://www.bbc.com/tajik/institutional/2012/04/120410_zkh_fire_child_death
7071,"Ин матлаб дар мизи гирде дар шаҳри Қурғонтеппа, ки дар он қонуни ""Масъулияти падару модарон"" баррасӣ шуда, матраҳ гардидааст.",https://www.bbc.com/tajik/institutional/2012/04/120410_sq_ak_education
7072,"Оқои Сулаймон дар гуфтугӯе, ки бо рӯзномаи ""ал-Ахбор""-и Миср дошт, гуфт, ки Ихвон-ул-Муслимин пас аз ""талош барои ба инҳисор даровардани қудрат маҳбубияташро аз даст додааст.""",https://www.bbc.com/tajik/institutional/2012/04/120410_rh_u10_egypt_suleiman
7073,Гуфта шуда дар ҷараёни ин тирандозӣ ду сурӣ ва як шаҳрванди Туркия кушта шудаанд.,https://www.bbc.com/tajik/institutional/2012/04/120409_l16_l31_syria_humanrights_clashes
7074,"Галф-Эйр мегӯяд, ки ин ширкати ҳавопаймоӣ дар ҳоли ҳозир аз маҷрои қонунӣ дар садад аст то мусаббабини ин иқдомро таҳти пайгард қарор диҳад.",https://www.bbc.com/tajik/institutional/2012/04/120409_l16_l31_rln_gulfair_bahrain_hack
7075,Оқои Магнитский соли 2009 дар зиндон даргузашт. Лариса Литвинова ба худдории амдӣ аз ироаи хадамоти пизишкӣ ба оқои Магнитский муттаҳам шуда буд.,https://www.bbc.com/tajik/institutional/2012/04/120409_l16_russian_lawyer
7076,"Сухангӯйи Котрин Эштун, маъсули сиёсати хориҷии Иттиҳодияи Урупо ва намояндаи Гурӯҳи 5+1, гуфт, ки бо Эрон тавофуқ шудааст, даври баъдии музокироти ҳастаӣ рӯзи сешанбеи 26 фарвардин (14 апрел) дар Истонбул баргузор шавад.",https://www.bbc.com/tajik/institutional/2012/04/120409_rh_l10_nuclear_talks_istanbul
7077,"Кумисиюни интихобот гуфтааст, ки Леунид Тибилов бо панҷоҳу чаҳор дарсади оро дар интихоботе, ки рӯзи гузашта (якшанбеи ҳаштуми апрел) баргузор шуд, ба пирӯзӣ расидааст.",https://www.bbc.com/tajik/institutional/2012/04/120409_rh_l31_rln_ossetia_election_russia
7078,"Тавре, ки маркази матбӯъотии ин вазорат хабар додааст, муқассири яке аз ин сонеҳаҳо шаҳрванди Қирғизистон будааст.",https://www.bbc.com/tajik/institutional/2012/04/120409_zkh_accident_death
7079,Хонуми Ставитская дар суҳбати ихтисосӣ бо Би-би-сӣ аз ҷумла гуфт:,https://www.bbc.com/tajik/institutional/2012/04/120409_if_juraev
7080,"Дар минтақаи шимолии Миср шоҳидони айнӣ гуфтаанд, мардоне, ки ниқоб ба чеҳра доштанд, маводди мунфаҷираро зери бахше аз ин хатти лӯла дар наздикии шаҳри Ариш кор гузоштаанд.",https://www.bbc.com/tajik/institutional/2012/04/120409_rh_l25_rln_egypt_pipeline_attack
7081,"Шуморе аз муътаризон бо намодҳои худ шомили рубони сафед ё гулҳои сафед дар н майдон, ки кохи Кремлин бар он мушарраф аст, ҳозир шуданд.",https://www.bbc.com/tajik/institutional/2012/04/120409_rh_u04_rln_moscow
7082,"Ин ислоҳ рӯзи душанбеи 9 апрел, дар ҷаласаи Шӯрои Маҷлиси намояндагони порлумони Тоҷикистон ба “Дастури ҷаласаҳои якҷояи (муштараки) Маҷлиси миллӣ ва Маҷлиси намояндагони Маҷлиси Олии Тоҷикистон” ворид шудааст.",https://www.bbc.com/tajik/institutional/2012/04/120409_mm_parliament
7083,"Ин дар ҳоле аст, ки қарор буд бар асоси тарҳи мавриди ҳимояти Созмони Милал хушунатҳо аз рӯзи сешанбеи 10 апрел мутаваққиф шавад.",https://www.bbc.com/tajik/institutional/2012/04/120409_rh_l25_syria
7085,"Ин дидор танҳо чанд рӯз баъд аз он анҷом мешавад, ки давлати Ҳинд Покистонро муттаҳам кард, ки ба марде паноҳ додааст, ки Ҳинд мегӯяд тарроҳи ҳамлаҳои Мумбой (Бамбайӣ) дар соли 2008 будааст.",https://www.bbc.com/tajik/institutional/2012/04/120408_l16_l25_pakistan_india_zardari
7086,"Вазорати умури хориҷаи Сурия дар иттилоъияе эълом кардааст, ки нерӯҳои артиши Сурия танҳо дар шароите ақибнишинӣ хоҳанд кард, ки афроде, ки дар ин иттилоъия ""гурӯҳҳои терруристӣ"" хонда шудааст, тааҳҳудномае мактуб барои таваққуфи даргириҳои мусаллаҳона ироа кунанд.",https://www.bbc.com/tajik/institutional/2012/04/120408_l16_l25_syria_denial_withdrawal
7087,"Намоиши ин филм баъд аз зуҳри рӯзи шанбеи 7 апрел бо ширкати филмсозону синемогарон ва дӯстдорони филмҳои эронӣ дар Тоҷикистон дар Хонаи синемо ё собиқ кинотеатри ""Зебуннисо"" дар ҳумаи шарқи шаҳри Душанбе баргузор шуд.",https://www.bbc.com/tajik/institutional/2012/04/120407_ea_zm_nader_simin_film
7088,"Бист сол пеш ҷанге дар Урупо даргирифт, ки баъдҳо хунинтарин ҷанг дар қорраи Урупо пас аз Ҷанги Ҷаҳонии Дувум ном гирифт. Ин ҷанг се сол тӯл кашид, то Ғарб ва НОТУ барои фурӯ нишондани хушунат дастбакор шуданд.",https://www.bbc.com/tajik/institutional/2012/04/120407_ea_bosnia_vid
7089,"Гузориш шудааст, ки ба дунболи суқути баҳман беш аз яксад нафар зери барф мадфун шудаанд.",https://www.bbc.com/tajik/institutional/2012/04/120407_ea_rln_pakistan_avalanche
7090,"Башор Асад, раиси ҷумҳури Сурия, таъаҳҳуд додааст, ки то рӯзи сешанбеи оянда (10 апрел) нерӯҳои низомии ин кишвар аз шаҳрҳо ва манотиқи маскунӣ хориҷ шаванд.",https://www.bbc.com/tajik/institutional/2012/04/120407_ea_syria_ban_warning
7091,"Ҳамакнун ҳашт нафар аз афроде, ки шаби соли нав ба Парвиз Давлатбеков, сокини маҳаллаи мавсум ба ""Профсоюз""-и шаҳри Душанбе ҳамла карданд, ба қатл ва авбошӣ муттаҳам шудаанд.",https://www.bbc.com/tajik/institutional/2012/04/120407_ea_davlatbekov_santa
7092,"Ин ду ҳавопаймои АН-72 ба ширкати русии ""Ролкан"" мутаъаллиқ буданд, ки бо ҳукми додгоҳи шаҳри Қурғонтеппа ба нафьи давлати Тоҷикистон мусодира шуда буданд. Беш аз як сол аст, ки ин ҳавопаймоҳо таҳти назорати кормандони амниятӣ дар фурӯдгоҳ қарор доранд.",https://www.bbc.com/tajik/institutional/2012/04/120407_ea_ak_airport_kurganteppa
7093,"Штефан Коллер мегӯяд, ки қарор аст дар ояндаи наздик як дастгоҳ барои озмоиш аз Олмон ба Тоҷикистон барои коркарди партовҳо ҷиҳати тавлиди гоз интиқол ёбад.",https://www.bbc.com/tajik/institutional/2012/04/120406_zkh_germany_gas_energy
7094,"Як манбаъи огоҳ аз сафорати Эрон дар Тоҷикистон ба Би-би-сӣ гуфт, ки Президент Аҳмадинажод дастур додааст, ки кумаки изтирорӣ бо шумули маводди сӯхтӣ сареъан таҳия ва ба Тоҷикистон ироа шавад.",https://www.bbc.com/tajik/institutional/2012/04/120406_if_taj_iran
